ID,CLASSIFIED,TYPE,SUMMARY
JCR-274,NUG,IMPROVEMENT,NodeTypeRegistry.registerNodetypes Collection should not register a partial set
JCR-2724,BUG,BUG,Wrong argument check in BTreeManager constructor
JCR-933,BUG,BUG,RepositoryImpl.acquireRepositoryLock fails to detect that the file lock is already held by the current process
JCR-2855,BUG,BUG,Writers blocked forever when waiting on update operations
JCR-1902,BUG,BUG,Warning while building DAV parent-set for root-node resource
JCR-595,NUG,IMPROVEMENT,Refactoring of the Persistence Managers
JCR-502,NUG,BUG,TCK SetPropertyCalendarTest compares Calendar objects
JCR-825,BUG,BUG,WebDAV LocatorFactoryImplEx doesn t properly evaluate resource path...
JCR-586,BUG,BUG,Removing a mixin that adds a same-name-sibling child node throws an ItemNotFoundException
JCR-2181,NUG,IMPROVEMENT,Faster packaging of the standalone jar
JCR-2873,NUG,IMPROVEMENT,Add a way to locate full text extraction problems
JCR-667,NUG,IMPROVEMENT,Variant spelling Trasaction and Transaction now in codebase
JCR-824,BUG,BUG,Problems with File Copy using WebDAV
JCR-413,BUG,BUG,JCA will not compile with J2EE1.3 classes
JCR-529,BUG,BUG,New versions added after a restore have bad version name
JCR-2700,NUG,IMPROVEMENT,Allow for wildcard restriction in resource-based ACEs
JCR-1874,NUG,IMPROVEMENT,Move generic locking tests from jcr2spi to jackrabbit-jcr-tests
JCR-1740,NUG,IMPROVEMENT,Make ObjectIterator implement RangeIterator interface
JCR-1001,NUG,IMPROVEMENT,SPI prefer Iterator instead of specialized subclasses
JCR-1197,BUG,BUG,Node.restore may throw InvalidItemStateException
JCR-250,BUG,BUG,Access to VirtualNodeTypeStateManager.virtualProvider should be guarded
JCR-1853,NUG,IMPROVEMENT,Modified QueryImpl to enable external query builders to read and write JCR expressions in the orderBy Clause
JCR-1425,NUG,IMPROVEMENT, PATCH reduce duplicate conversions from OffsetCharSequence to lower upper strings
JCR-103,NUG,RFE,Add plugable mechanism for import export of webdav-server
JCR-2398,NUG,BUG,AdministratorTest.testAdminNodeCollidingWithRandomNode failure
JCR-253,NUG,IMPROVEMENT,org.apache.jackrabbit.server.SessionProvider needs releaseSession
JCR-1688,BUG,BUG,Query parser builds invalid parse tree
JCR-2076,NUG,,JSR 283 QOM and SQL2
JCR-178,NUG,IMPROVEMENT,Allow concurrent index updates and queries
JCR-3154,NUG,,Stats for Queries continued
JCR-681,BUG,BUG,NullPointerException in ServerRow
JCR-1803,BUG,BUG,Node.restore throws java.lang.ClassCastException
JCR-3213,NUG,IMPROVEMENT,Speed up NodeIndexer.isIndexed check
JCR-792,BUG,BUG,after enabling access manager I can t createNode and setProperty without a node.save in the middle
JCR-1664,BUG,BUG,JNDI Referencable Issues
JCR-885,BUG,BUG,BundlePersistenceManager.externalBLOBs can not be configured
JCR-1996,NUG,BUG,Handle date values in the far future or prevent these from being persisted
JCR-467,NUG,IMPROVEMENT,CompactNodeTypeReader fails to explain why valid JCR names cause errors
JCR-770,NUG,IMPROVEMENT,Path should implement Serializable
JCR-636,BUG,BUG,Local AuthContext authenticates if LoginModule should be ignored
JCR-2556,NUG,IMPROVEMENT,Data store garbage collection log deleted files and total size
JCR-1394,NUG,IMPROVEMENT,FileDataStore Garbage Collector and empty directories
JCR-1761,NUG,RFE,OCM Add the ability to specify name of a Collection Element through XML Mapping files.
JCR-2165,BUG,BUG,Node.getReferences String and Node.getWeakReferences String issues
JCR-27,BUG,BUG,ArrayIndexOutofBoundException while setting a reference property
JCR-2848,NUG,IMPROVEMENT,UserManagerImpl typo in compatibleJR16 config option constant
JCR-739,BUG,BUG,String literal must not interpret entity references
JCR-1565,NUG,,JSR 283 lifecycle management
JCR-2502,NUG,IMPROVEMENT,Upgrade to Tika 0.6 and PDFBox 1.0.0
JCR-3156,BUG,BUG,Group getMembers may list inherited members multiple times
JCR-1925,BUG,BUG,CVE-2009-0026 Cross site scripting issues in webapp
JCR-1416,NUG,IMPROVEMENT, PATCH No need to call toString on a String
JCR-1546,NUG,BUG,H2PersistenceManager no need to call shutdown javadoc bugs
JCR-1206,NUG,IMPROVEMENT,UUID generation SecureRandom should be used by default
JCR-3118,NUG,RFE,Configurable actions upon authorizable creation and removal
JCR-860,NUG,IMPROVEMENT,Add relative path parameter to rep excerpt
JCR-610,NUG,IMPROVEMENT,Upgrade to Derby 10.2
JCR-2130,NUG,IMPROVEMENT,Node.removeMixin should not remove valid items
JCR-240,BUG,BUG,redefinition of xml-namespace mapping should not be allowed
JCR-2023,BUG,BUG,WorkspaceInfo.dispose does not deregister SharedItemStateManager from virtual item state providers
JCR-36,BUG,BUG,NodeTypeRegistry.reregister unregisters dependent types
JCR-1421,NUG,IMPROVEMENT,Backport JCR-1111 Accesss to version history results in reading all versions of versionable node
JCR-645,NUG,IMPROVEMENT,DatabasePersistenceManager DatabaseFileSystem try to gracefully recover from connection loss
JCR-1971,NUG,IMPROVEMENT,Use the new Jackrabbit parent POM
JCR-2787,BUG,BUG,IndexMerger Synchronization issue on repository shutdown
JCR-2584,NUG,IMPROVEMENT,Switch from log4j to Logback
JCR-393,BUG,BUG,WebDAV Library VersionControlledResource constant lists wrong method
JCR-2364,BUG,BUG,NullPointerException when accessing the about.jsp page because of missing META-INF NOTICE.TXT
JCR-2253,NUG,RFE,Discovery of privileges of any set of Principals
JCR-2075,NUG,,JSR 283 Identifier based event filtering
JCR-1442,NUG,TASK,FSImport.java link on wiki is dead
JCR-2715,NUG,IMPROVEMENT,Improved join query performance
JCR-1322,BUG,BUG,Cluster information is not persisted to database when connected to case sensitive MS SQL Server 2005
JCR-2269,BUG,BUG,Possible concurrency bug with Workspace.copy
JCR-1712,NUG,,JSR 283 JCR Names
JCR-1034,BUG,BUG,Unable to save session after saving a renamed node
JCR-268,BUG,BUG,invalid groupid for tm-extractors in textfilters project
JCR-3044,NUG,IMPROVEMENT,Remove ImportContextImpl getDetector
JCR-2718,BUG,BUG,Incorrect results from joins on multivalued properties
JCR-2045,NUG,RFE,Jcr-Server missing-auth-mapping init parameter should have option for GuestCredential login
JCR-1082,BUG,BUG,cache getting out of sync with transientstore causes pathnotfoundexception
JCR-1864,NUG,IMPROVEMENT,Database Data Store clean up the code
JCR-2155,BUG,BUG,SQL2 parser identifiers should be case sensitive
JCR-1427,BUG,BUG,XPath query with child axis predicates
JCR-546,BUG,BUG,Deadlock during checkin
JCR-2698,NUG,IMPROVEMENT,Consolidate type safe wrappers for commons-collection classes
JCR-1092,BUG,BUG,Bundle persistence managers node id key store load is not symertric on MySql causing NoSuchItemState Exceptions
JCR-2333,NUG,BUG,ItemImpl validateTransientItems Incomplete validation of mandatory child item
JCR-2507,BUG,BUG,JcrValueType typeFromContentType throws IllegalArgumentException for type weak-ref and uri
JCR-52,NUG,IMPROVEMENT,First Steps document is outdated
JCR-1456,NUG,IMPROVEMENT,Database connection pooling
JCR-2192,BUG,BUG,handling of expanded-form jcr names by node type Template classes
JCR-956,NUG,RFE,Reusable Repository access and bind servlets
JCR-1103,BUG,BUG,JCR2SPI VersionManagerImpl.getVersionableNodeEntry uses toString rather than getString to obtain property value
JCR-3114,NUG,,expose PM for versioning manager so that the consistency check can be run from test cases
JCR-18,BUG,BUG,Multithreading issue with versioning
JCR-656,BUG,BUG,JCR-Server Allow header misses colong RootCollection WorkspaceResourceImpl
JCR-2326,NUG,BUG,some jcr-client tests fail if a server runs on localhost 80
JCR-2555,NUG,IMPROVEMENT,Improved reusability of the JCA package
JCR-1774,NUG,IMPROVEMENT,Jackrabbit concurrency review and invariants
JCR-1273,NUG,IMPROVEMENT,Unnecessary parsing of Name value
JCR-1821,BUG,BUG,jcr2spi Item.isSame may return wrong result if any ancestor is invalidated
JCR-2354,BUG,BUG,Remove double quote as illegal XPathSearchChar from helper method in Text
JCR-2889,NUG,BUG,Occasional JCA test failures
JCR-290,BUG,BUG,NodeTypeRegistry.registerNodeType NodeTypeDef does not verify that the referenced namespaces are registered
JCR-2010,NUG,IMPROVEMENT,Retrieve row path via hierarchy manager instead of node
JCR-1746,NUG,BUG,The cluster syncDelay attribute is milliseconds
JCR-2421,BUG,BUG,Unable to create repository using jackrabbit-webapp because a directory called jackrabbit already exists
JCR-1028,NUG,IMPROVEMENT,Remove WARN logs for missing text extractors
JCR-1703,BUG,BUG,Oracle JNDI DataSource support
JCR-2915,BUG,BUG,Creating AccessControlEntryImpl from a base entry results in wrong restrictions
JCR-3078,NUG,RFE,Add CopyMoveHanlder so that the copy move behavior can be customized as this is the case for the IOHandler and PropertyHandler
JCR-1147,BUG,BUG,spi2jcr RepositoryServiceImpl.getRootId returns bad NodeId
JCR-86,BUG,BUG,ItemStates in the ChangeLog can not be retrieved in the sequence they were created modified deleted
JCR-2808,BUG,BUG,Hop 0 sample app doesn t exit because of on-daemon thread pool-1-thread-1
JCR-231,BUG,BUG, jcr-rmi xpath queries don t work when the underlying QueryResult doesn t return the rows nodes size
JCR-2675,BUG,BUG,Node.hasProperty with relative path can throw ClassCastException
JCR-1363,NUG,IMPROVEMENT,Migrate to Lucene 2.3
JCR-1773,BUG,BUG,shareable nodes wrong path returned causes remove to delete wrong node
JCR-1403,NUG,IMPROVEMENT,SPI Describe equality requirements of ItemIds
JCR-510,NUG,BUG,TCK AddNodeTest requires implementation to support one-parameter addNode method on test node
JCR-214,BUG,BUG,NullPointerException in LuceneQueryBuilder
JCR-2034,NUG,RFE,Add an option so skip the checkSchema methods
JCR-1622,BUG,BUG,Session.getUserID returns first principal in the set obtained from Subject.getPrincipals
JCR-1623,BUG,BUG,Typo in the DeltaVConstants class in constant XML CHECKOUT CHECKIN value
JCR-2919,BUG,BUG,Security of token base authentication
JCR-3175,BUG,BUG,InputContextImpl cannot upload file larger than 2GB
JCR-549,BUG,BUG,TransientFileFactory may throw ConcurrentModificationException on shutdown
JCR-3085,NUG,IMPROVEMENT,better diagnostics when version storage is broken
JCR-1553,BUG,BUG,ClusterNode not properly shutdown when repository has shutdown
JCR-1346,BUG,BUG,InternalValue.createCopy for binary properties jcr data causes problems
JCR-773,BUG,BUG,Under heavy load database journal may contain empty update records.
JCR-3223,BUG,BUG,Disallow unregistering of node types still possibly in use
JCR-676,NUG,RFE,Participation of a workspace in a cluster should be configurable
JCR-3255,NUG,RFE,Access cluster node id
JCR-1360,BUG,BUG,Parsing built-in CND and XML nodetypes does not result in equal nt-definitions
JCR-1929,NUG,BUG,The 1.5.0 webapp points to 1.4 javadocs
JCR-1809,NUG,IMPROVEMENT,Jcr2Spi Avoid extra round trip to the SPI upon Node.getNode and Session.getItem
JCR-3198,BUG,BUG,Broken handling of outer join results over davex
JCR-1564,NUG,,JSR 283 namespace handling
JCR-1645,NUG,RFE,Add support for Map of referenced beans
JCR-2256,NUG,,JSR 283 Repository Descriptors
JCR-2341,BUG,BUG,Unable to add lock and unlock remove Node with shared Session in 2 Transactions
JCR-2041,NUG,RFE,Create Jcr-Client Module
JCR-1287,NUG,IMPROVEMENT,jackrabbit-webapp facelift
JCR-1104,NUG,RFE,JSR 283 support
JCR-1235,BUG,BUG,o.a.j.core.integration.PrepareTestRepository fails on 2nd and every subsequent invocation
JCR-799,BUG,BUG,AbstractJournal doesn t create deep paths for revision files
JCR-134,NUG,RFE,Unreferenced VersionHistory should be deleted automatically.
JCR-2109,NUG,IMPROVEMENT,Remove deprecated classes in jcr-commons
JCR-1220,NUG,IMPROVEMENT,WebApp Ease first access for new users looking for a WebDAV server
JCR-1476,BUG,BUG,Restore to base version throws NullPointerException
JCR-2189,NUG,IMPROVEMENT,Move MemoryJournal from test to main
JCR-1066,NUG,IMPROVEMENT,Exclude system index for queries that restrict the result set to nodetypes not availble in the jcr system subtree
JCR-2967,BUG,BUG,SessionItemStateManager.getIdOfRootTransientNodeState may cause NPE
JCR-1276,NUG,RFE,A Property and a Node Can Have the Same Name
JCR-2486,NUG,IMPROVEMENT,Promote ItemInfo builder classes from GetItemsTest to top level classes
JCR-233,BUG,BUG,repository lock file not removed without a clean shutdown
JCR-1141,BUG,BUG,LockOperation - In a clustered environment a lock created on one server is not sent to the other servers.
JCR-972,BUG,BUG,Bundle consistency check does not work
JCR-2272,BUG,BUG,Errors during concurrent session import of nodes with same UUIDs
JCR-811,NUG,BUG,SetPropertyAssumeTypeTest check for non-protected string array property
JCR-2298,BUG,BUG,NPE in EventStateCollection
JCR-1298,NUG,BUG,Wrong schemaObjectPrefix parameter in default repository.xml
JCR-622,BUG,BUG,Auto Reconnect for RMI Repository
JCR-2657,BUG,BUG,DefaultAccessManager hasPrivileges String Set Privilege doesn t close compiled permissions
JCR-1882,NUG,IMPROVEMENT,Avoid project.version in dependencies
JCR-992,NUG,IMPROVEMENT,Improve Performance of DescendantSelfAxisQuery
LUCENE-1001,NUG,RFE,Add Payload retrieval to Spans
LUCENE-1002,NUG,BUG,Nightly Builds
LUCENE-1003,BUG,BUG, PATCH RussianAnalyzer s tokenizer skips numbers from input text
LUCENE-1005,BUG,BUG,GData TestDateFormater sic fails when the Date returned is Sun 23 Sep 2007 01 29 06 GMT 00 00
LUCENE-1006,BUG,BUG,QueryParser doesn t accept empty string
LUCENE-1007,NUG,IMPROVEMENT,Flexibility to turn on off any flush triggers
LUCENE-1008,BUG,BUG,document with no term vector fields after documents with term vector fields corrupts the index
LUCENE-1009,NUG,BUG,LogByteSizeMergePolicy over-merges with autoCommit false and documents with term vectors and or stored fields
LUCENE-1010,BUG,BUG,Document with no term vectors mixed with ones that have term vectors cause EOFException during merge
LUCENE-1011,BUG,BUG,Two or more writers over NFS can cause index corruption
LUCENE-1012,BUG,BUG,Problems with maxMergeDocs parameter
LUCENE-1013,BUG,BUG,IndexWriter.setMaxMergeDocs gives non-backwards-compatible exception out of the box
LUCENE-1015,NUG,IMPROVEMENT,FieldCache should support longs and doubles
LUCENE-1016,NUG,RFE,TermVectorAccessor transparent vector space access
LUCENE-1018,BUG,BUG,intermittant exceptions in TestConcurrentMergeScheduler
LUCENE-1019,NUG,IMPROVEMENT,CustomScoreQuery should support multiple ValueSourceQueries
LUCENE-1020,NUG,RFE,Basic tool for checking repairing an index
LUCENE-1021,NUG,BUG,Unit tests do not fail if a ConcurrentMergeScheduler thread hits an exception
LUCENE-1022,NUG,BUG,IndexWriter.setInfoStream should percolate down to mergePolicy mergeScheduler
LUCENE-1027,NUG,BUG,contrib benchmark config does not play nice with doubles with the flush.by.ram value
LUCENE-1028,NUG,BUG,Weight is not serializable for some of the queries
LUCENE-1031,NUG,IMPROVEMENT,Fixes a handful of misspellings mistakes in changes.txt
LUCENE-1036,BUG,BUG,Unreleased 2.3 version of IndexWriter.optimize consistly throws java.lang.IllegalArgumentException out-of-the-box
LUCENE-1038,NUG,IMPROVEMENT,TermVectorMapper.setDocumentNumber
LUCENE-1040,NUG,BUG,Can t quickly create StopFilter
LUCENE-1042,NUG,BUG,discrepancy in getTermFreqVector-methods
LUCENE-1043,NUG,IMPROVEMENT,Speedup merging of stored fields when field mapping matches
LUCENE-1044,NUG,BUG,Behavior on hard power shutdown
LUCENE-1045,BUG,BUG,SortField.AUTO doesn t work with long
LUCENE-1046,BUG,BUG,Dead code in SpellChecker.java branch never executes
LUCENE-1047,NUG,IMPROVEMENT,Change MergePolicy MergeScheduler to be abstract base classes instead of an interfaces
LUCENE-1048,BUG,BUG,Lock.obtain timeout behaves incorrectly for large timeouts
LUCENE-1049,NUG,IMPROVEMENT,Simple toString for BooleanFilter
LUCENE-1050,BUG,BUG,SimpleFSLockFactory ignores error on deleting the lock file
LUCENE-1051,NUG,IMPROVEMENT,Separate javadocs for core and contribs
LUCENE-1052,NUG,IMPROVEMENT,Add an termInfosIndexDivisor to IndexReader
LUCENE-1055,NUG,TASK,Remove GData from trunk
LUCENE-1057,BUG,BUG,indexing doesn t reset token state
LUCENE-1058,NUG,IMPROVEMENT,New Analyzer for buffering tokens
LUCENE-1059,NUG,IMPROVEMENT,bad java practices which affect performance result of code inspection
